Date,Commodity,Region,Price,Unit,Category,Source,Year,Month,Day,DayOfYear,WeekOfYear,Season
2025-07-31,Spinach,Gulbarga,13.55,per kg,Vegetable,Historical Pattern Analysis,2025,7,31,212,31,Monsoon
2025-08-07,Spinach,Gulbarga,11.2,per kg,Vegetable,Historical Pattern Analysis,2025,8,7,219,32,Monsoon
2025-08-14,Spinach,Gulbarga,9.43,per kg,Vegetable,Historical Pattern Analysis,2025,8,14,226,33,Monsoon
2024-08-15,Spinach,Hassan,12.33,per kg,Vegetable,Historical Pattern Analysis,2024,8,15,228,33,Monsoon
2024-08-22,Spinach,Hassan,10.3,per kg,Vegetable,Historical Pattern Analysis,2024,8,22,235,34,Monsoon
2024-08-29,Spinach,Hassan,9.52,per kg,Vegetable,Historical Pattern Analysis,2024,8,29,242,35,Monsoon
2024-09-05,Spinach,Hassan,10.25,per kg,Vegetable,Historical Pattern Analysis,2024,9,5,249,36,Monsoon
2024-09-12,Spinach,Hassan,7.19,per kg,Vegetable,Historical Pattern Analysis,2024,9,12,256,37,Monsoon
2024-09-19,Spinach,Hassan,9.33,per kg,Vegetable,Historical Pattern Analysis,2024,9,19,263,38,Monsoon
2024-09-26,Spinach,Hassan,10.84,per kg,Vegetable,Historical Pattern Analysis,2024,9,26,270,39,Monsoon
2024-10-03,Spinach,Hassan,11.13,per kg,Vegetable,Historical Pattern Analysis,2024,10,3,277,40,Post-Monsoon
2024-10-10,Spinach,Hassan,11.36,per kg,Vegetable,Historical Pattern Analysis,2024,10,10,284,41,Post-Monsoon
2024-10-17,Spinach,Hassan,12.32,per kg,Vegetable,Historical Pattern Analysis,2024,10,17,291,42,Post-Monsoon
2024-10-24,Spinach,Hassan,8.94,per kg,Vegetable,Historical Pattern Analysis,2024,10,24,298,43,Post-Monsoon
2024-10-31,Spinach,Hassan,11.8,per kg,Vegetable,Historical Pattern Analysis,2024,10,31,305,44,Post-Monsoon
2024-11-07,Spinach,Hassan,10.17,per kg,Vegetable,Historical Pattern Analysis,2024,11,7,312,45,Post-Monsoon
2024-11-14,Spinach,Hassan,10.45,per kg,Vegetable,Historical Pattern Analysis,2024,11,14,319,46,Post-Monsoon
2024-11-21,Spinach,Hassan,13.96,per kg,Vegetable,Historical Pattern Analysis,2024,11,21,326,47,Post-Monsoon
2024-11-28,Spinach,Hassan,12.29,per kg,Vegetable,Historical Pattern Analysis,2024,11,28,333,48,Post-Monsoon
2024-12-05,Spinach,Hassan,12.21,per kg,Vegetable,Historical Pattern Analysis,2024,12,5,340,49,Winter
2024-12-12,Spinach,Hassan,14.52,per kg,Vegetable,Historical Pattern Analysis,2024,12,12,347,50,Winter
2024-12-19,Spinach,Hassan,13.43,per kg,Vegetable,Historical Pattern Analysis,2024,12,19,354,51,Winter
2024-12-26,Spinach,Hassan,17.45,per kg,Vegetable,Historical Pattern Analysis,2024,12,26,361,52,Winter
2025-01-02,Spinach,Hassan,18.75,per kg,Vegetable,Historical Pattern Analysis,2025,1,2,2,1,Winter
2025-01-09,Spinach,Hassan,15.97,per kg,Vegetable,Historical Pattern Analysis,2025,1,9,9,2,Winter
2025-01-16,Spinach,Hassan,17.45,per kg,Vegetable,Historical Pattern Analysis,2025,1,16,16,3,Winter
2025-01-23,Spinach,Hassan,13.08,per kg,Vegetable,Historical Pattern Analysis,2025,1,23,23,4,Winter
2025-01-30,Spinach,Hassan,12.2,per kg,Vegetable,Historical Pattern Analysis,2025,1,30,30,5,Winter
2025-02-06,Spinach,Hassan,19.65,per kg,Vegetable,Historical Pattern Analysis,2025,2,6,37,6,Winter
2025-02-13,Spinach,Hassan,19.37,per kg,Vegetable,Historical Pattern Analysis,2025,2,13,44,7,Winter
2025-02-20,Spinach,Hassan,16.04,per kg,Vegetable,Historical Pattern Analysis,2025,2,20,51,8,Winter
2025-02-27,Spinach,Hassan,24.83,per kg,Vegetable,Historical Pattern Analysis,2025,2,27,58,9,Winter
2025-03-06,Spinach,Hassan,19.24,per kg,Vegetable,Historical Pattern Analysis,2025,3,6,65,10,Summer
2025-03-13,Spinach,Hassan,19.44,per kg,Vegetable,Historical Pattern Analysis,2025,3,13,72,11,Summer
2025-03-20,Spinach,Hassan,15.0,per kg,Vegetable,Historical Pattern Analysis,2025,3,20,79,12,Summer
2025-03-27,Spinach,Hassan,18.08,per kg,Vegetable,Historical Pattern Analysis,2025,3,27,86,13,Summer
2025-04-03,Spinach,Hassan,21.18,per kg,Vegetable,Historical Pattern Analysis,2025,4,3,93,14,Summer
2025-04-10,Spinach,Hassan,21.87,per kg,Vegetable,Historical Pattern Analysis,2025,4,10,100,15,Summer
2025-04-17,Spinach,Hassan,25.07,per kg,Vegetable,Historical Pattern Analysis,2025,4,17,107,16,Summer
2025-04-24,Spinach,Hassan,20.35,per kg,Vegetable,Historical Pattern Analysis,2025,4,24,114,17,Summer
2025-05-01,Spinach,Hassan,15.32,per kg,Vegetable,Historical Pattern Analysis,2025,5,1,121,18,Summer
2025-05-08,Spinach,Hassan,19.65,per kg,Vegetable,Historical Pattern Analysis,2025,5,8,128,19,Summer
2025-05-15,Spinach,Hassan,17.56,per kg,Vegetable,Historical Pattern Analysis,2025,5,15,135,20,Summer
2025-05-22,Spinach,Hassan,18.19,per kg,Vegetable,Historical Pattern Analysis,2025,5,22,142,21,Summer
2025-05-29,Spinach,Hassan,18.19,per kg,Vegetable,Historical Pattern Analysis,2025,5,29,149,22,Summer
2025-06-05,Spinach,Hassan,18.59,per kg,Vegetable,Historical Pattern Analysis,2025,6,5,156,23,Monsoon
2025-06-12,Spinach,Hassan,17.48,per kg,Vegetable,Historical Pattern Analysis,2025,6,12,163,24,Monsoon
2025-06-19,Spinach,Hassan,11.51,per kg,Vegetable,Historical Pattern Analysis,2025,6,19,170,25,Monsoon
2025-06-26,Spinach,Hassan,11.97,per kg,Vegetable,Historical Pattern Analysis,2025,6,26,177,26,Monsoon
2025-07-03,Spinach,Hassan,16.54,per kg,Vegetable,Historical Pattern Analysis,2025,7,3,184,27,Monsoon
2025-07-10,Spinach,Hassan,15.64,per kg,Vegetable,Historical Pattern Analysis,2025,7,10,191,28,Monsoon
2025-07-17,Spinach,Hassan,14.1,per kg,Vegetable,Historical Pattern Analysis,2025,7,17,198,29,Monsoon
2025-07-24,Spinach,Hassan,14.58,per kg,Vegetable,Historical Pattern Analysis,2025,7,24,205,30,Monsoon
2025-07-31,Spinach,Hassan,13.57,per kg,Vegetable,Historical Pattern Analysis,2025,7,31,212,31,Monsoon
2025-08-07,Spinach,Hassan,11.95,per kg,Vegetable,Historical Pattern Analysis,2025,8,7,219,32,Monsoon
2025-08-14,Spinach,Hassan,10.38,per kg,Vegetable,Historical Pattern Analysis,2025,8,14,226,33,Monsoon
2024-08-15,Spinach,Hubli,9.55,per kg,Vegetable,Historical Pattern Analysis,2024,8,15,228,33,Monsoon
2024-08-22,Spinach,Hubli,9.48,per kg,Vegetable,Historical Pattern Analysis,2024,8,22,235,34,Monsoon
2024-08-29,Spinach,Hubli,8.81,per kg,Vegetable,Historical Pattern Analysis,2024,8,29,242,35,Monsoon
2024-09-05,Spinach,Hubli,9.77,per kg,Vegetable,Historical Pattern Analysis,2024,9,5,249,36,Monsoon
2024-09-12,Spinach,Hubli,9.59,per kg,Vegetable,Historical Pattern Analysis,2024,9,12,256,37,Monsoon
2024-09-19,Spinach,Hubli,14.18,per kg,Vegetable,Historical Pattern Analysis,2024,9,19,263,38,Monsoon
2024-09-26,Spinach,Hubli,10.98,per kg,Vegetable,Historical Pattern Analysis,2024,9,26,270,39,Monsoon
2024-10-03,Spinach,Hubli,7.8,per kg,Vegetable,Historical Pattern Analysis,2024,10,3,277,40,Post-Monsoon
2024-10-10,Spinach,Hubli,8.8,per kg,Vegetable,Historical Pattern Analysis,2024,10,10,284,41,Post-Monsoon
2024-10-17,Spinach,Hubli,8.52,per kg,Vegetable,Historical Pattern Analysis,2024,10,17,291,42,Post-Monsoon
2024-10-24,Spinach,Hubli,9.8,per kg,Vegetable,Historical Pattern Analysis,2024,10,24,298,43,Post-Monsoon
2024-10-31,Spinach,Hubli,14.41,per kg,Vegetable,Historical Pattern Analysis,2024,10,31,305,44,Post-Monsoon
2024-11-07,Spinach,Hubli,11.63,per kg,Vegetable,Historical Pattern Analysis,2024,11,7,312,45,Post-Monsoon
2024-11-14,Spinach,Hubli,9.56,per kg,Vegetable,Historical Pattern Analysis,2024,11,14,319,46,Post-Monsoon
2024-11-21,Spinach,Hubli,15.99,per kg,Vegetable,Historical Pattern Analysis,2024,11,21,326,47,Post-Monsoon
2024-11-28,Spinach,Hubli,13.68,per kg,Vegetable,Historical Pattern Analysis,2024,11,28,333,48,Post-Monsoon
2024-12-05,Spinach,Hubli,12.8,per kg,Vegetable,Historical Pattern Analysis,2024,12,5,340,49,Winter
2024-12-12,Spinach,Hubli,13.13,per kg,Vegetable,Historical Pattern Analysis,2024,12,12,347,50,Winter
2024-12-19,Spinach,Hubli,12.28,per kg,Vegetable,Historical Pattern Analysis,2024,12,19,354,51,Winter
2024-12-26,Spinach,Hubli,12.73,per kg,Vegetable,Historical Pattern Analysis,2024,12,26,361,52,Winter
2025-01-02,Spinach,Hubli,17.4,per kg,Vegetable,Historical Pattern Analysis,2025,1,2,2,1,Winter
2025-01-09,Spinach,Hubli,15.32,per kg,Vegetable,Historical Pattern Analysis,2025,1,9,9,2,Winter
2025-01-16,Spinach,Hubli,18.16,per kg,Vegetable,Historical Pattern Analysis,2025,1,16,16,3,Winter
2025-01-23,Spinach,Hubli,15.91,per kg,Vegetable,Historical Pattern Analysis,2025,1,23,23,4,Winter
2025-01-30,Spinach,Hubli,18.64,per kg,Vegetable,Historical Pattern Analysis,2025,1,30,30,5,Winter
2025-02-06,Spinach,Hubli,17.96,per kg,Vegetable,Historical Pattern Analysis,2025,2,6,37,6,Winter
2025-02-13,Spinach,Hubli,19.2,per kg,Vegetable,Historical Pattern Analysis,2025,2,13,44,7,Winter
2025-02-20,Spinach,Hubli,19.26,per kg,Vegetable,Historical Pattern Analysis,2025,2,20,51,8,Winter
2025-02-27,Spinach,Hubli,16.33,per kg,Vegetable,Historical Pattern Analysis,2025,2,27,58,9,Winter
2025-03-06,Spinach,Hubli,15.18,per kg,Vegetable,Historical Pattern Analysis,2025,3,6,65,10,Summer
2025-03-13,Spinach,Hubli,14.31,per kg,Vegetable,Historical Pattern Analysis,2025,3,13,72,11,Summer
2025-03-20,Spinach,Hubli,20.49,per kg,Vegetable,Historical Pattern Analysis,2025,3,20,79,12,Summer
2025-03-27,Spinach,Hubli,21.15,per kg,Vegetable,Historical Pattern Analysis,2025,3,27,86,13,Summer
2025-04-03,Spinach,Hubli,23.33,per kg,Vegetable,Historical Pattern Analysis,2025,4,3,93,14,Summer
2025-04-10,Spinach,Hubli,17.07,per kg,Vegetable,Historical Pattern Analysis,2025,4,10,100,15,Summer
2025-04-17,Spinach,Hubli,20.98,per kg,Vegetable,Historical Pattern Analysis,2025,4,17,107,16,Summer
2025-04-24,Spinach,Hubli,17.89,per kg,Vegetable,Historical Pattern Analysis,2025,4,24,114,17,Summer
2025-05-01,Spinach,Hubli,18.36,per kg,Vegetable,Historical Pattern Analysis,2025,5,1,121,18,Summer
2025-05-08,Spinach,Hubli,16.45,per kg,Vegetable,Historical Pattern Analysis,2025,5,8,128,19,Summer
2025-05-15,Spinach,Hubli,18.0,per kg,Vegetable,Historical Pattern Analysis,2025,5,15,135,20,Summer
2025-05-22,Spinach,Hubli,14.46,per kg,Vegetable,Historical Pattern Analysis,2025,5,22,142,21,Summer
2025-05-29,Spinach,Hubli,12.02,per kg,Vegetable,Historical Pattern Analysis,2025,5,29,149,22,Summer
2025-06-05,Spinach,Hubli,15.4,per kg,Vegetable,Historical Pattern Analysis,2025,6,5,156,23,Monsoon
2025-06-12,Spinach,Hubli,17.52,per kg,Vegetable,Historical Pattern Analysis,2025,6,12,163,24,Monsoon
2025-06-19,Spinach,Hubli,18.76,per kg,Vegetable,Historical Pattern Analysis,2025,6,19,170,25,Monsoon
2025-06-26,Spinach,Hubli,18.61,per kg,Vegetable,Historical Pattern Analysis,2025,6,26,177,26,Monsoon
2025-07-03,Spinach,Hubli,13.7,per kg,Vegetable,Historical Pattern Analysis,2025,7,3,184,27,Monsoon
2025-07-10,Spinach,Hubli,16.08,per kg,Vegetable,Historical Pattern Analysis,2025,7,10,191,28,Monsoon
2025-07-17,Spinach,Hubli,13.14,per kg,Vegetable,Historical Pattern Analysis,2025,7,17,198,29,Monsoon
2025-07-24,Spinach,Hubli,9.97,per kg,Vegetable,Historical Pattern Analysis,2025,7,24,205,30,Monsoon
2025-07-31,Spinach,Hubli,12.53,per kg,Vegetable,Historical Pattern Analysis,2025,7,31,212,31,Monsoon
2025-08-07,Spinach,Hubli,12.42,per kg,Vegetable,Historical Pattern Analysis,2025,8,7,219,32,Monsoon
2025-08-14,Spinach,Hubli,10.55,per kg,Vegetable,Historical Pattern Analysis,2025,8,14,226,33,Monsoon
2024-08-15,Spinach,Mangalore,12.94,per kg,Vegetable,Historical Pattern Analysis,2024,8,15,228,33,Monsoon
2024-08-22,Spinach,Mangalore,14.48,per kg,Vegetable,Historical Pattern Analysis,2024,8,22,235,34,Monsoon
2024-08-29,Spinach,Mangalore,10.79,per kg,Vegetable,Historical Pattern Analysis,2024,8,29,242,35,Monsoon
2024-09-05,Spinach,Mangalore,13.62,per kg,Vegetable,Historical Pattern Analysis,2024,9,5,249,36,Monsoon
2024-09-12,Spinach,Mangalore,8.69,per kg,Vegetable,Historical Pattern Analysis,2024,9,12,256,37,Monsoon
2024-09-19,Spinach,Mangalore,13.71,per kg,Vegetable,Historical Pattern Analysis,2024,9,19,263,38,Monsoon
2024-09-26,Spinach,Mangalore,15.36,per kg,Vegetable,Historical Pattern Analysis,2024,9,26,270,39,Monsoon
2024-10-03,Spinach,Mangalore,10.97,per kg,Vegetable,Historical Pattern Analysis,2024,10,3,277,40,Post-Monsoon
2024-10-10,Spinach,Mangalore,10.11,per kg,Vegetable,Historical Pattern Analysis,2024,10,10,284,41,Post-Monsoon
2024-10-17,Spinach,Mangalore,10.33,per kg,Vegetable,Historical Pattern Analysis,2024,10,17,291,42,Post-Monsoon
2024-10-24,Spinach,Mangalore,8.66,per kg,Vegetable,Historical Pattern Analysis,2024,10,24,298,43,Post-Monsoon
2024-10-31,Spinach,Mangalore,12.66,per kg,Vegetable,Historical Pattern Analysis,2024,10,31,305,44,Post-Monsoon
2024-11-07,Spinach,Mangalore,11.13,per kg,Vegetable,Historical Pattern Analysis,2024,11,7,312,45,Post-Monsoon
2024-11-14,Spinach,Mangalore,9.79,per kg,Vegetable,Historical Pattern Analysis,2024,11,14,319,46,Post-Monsoon
2024-11-21,Spinach,Mangalore,9.89,per kg,Vegetable,Historical Pattern Analysis,2024,11,21,326,47,Post-Monsoon
2024-11-28,Spinach,Mangalore,15.03,per kg,Vegetable,Historical Pattern Analysis,2024,11,28,333,48,Post-Monsoon
2024-12-05,Spinach,Mangalore,11.93,per kg,Vegetable,Historical Pattern Analysis,2024,12,5,340,49,Winter
2024-12-12,Spinach,Mangalore,12.99,per kg,Vegetable,Historical Pattern Analysis,2024,12,12,347,50,Winter
2024-12-19,Spinach,Mangalore,13.91,per kg,Vegetable,Historical Pattern Analysis,2024,12,19,354,51,Winter
2024-12-26,Spinach,Mangalore,17.23,per kg,Vegetable,Historical Pattern Analysis,2024,12,26,361,52,Winter
2025-01-02,Spinach,Mangalore,16.71,per kg,Vegetable,Historical Pattern Analysis,2025,1,2,2,1,Winter
2025-01-09,Spinach,Mangalore,22.39,per kg,Vegetable,Historical Pattern Analysis,2025,1,9,9,2,Winter
2025-01-16,Spinach,Mangalore,16.69,per kg,Vegetable,Historical Pattern Analysis,2025,1,16,16,3,Winter
2025-01-23,Spinach,Mangalore,20.33,per kg,Vegetable,Historical Pattern Analysis,2025,1,23,23,4,Winter
2025-01-30,Spinach,Mangalore,17.62,per kg,Vegetable,Historical Pattern Analysis,2025,1,30,30,5,Winter
2025-02-06,Spinach,Mangalore,18.31,per kg,Vegetable,Historical Pattern Analysis,2025,2,6,37,6,Winter
2025-02-13,Spinach,Mangalore,12.23,per kg,Vegetable,Historical Pattern Analysis,2025,2,13,44,7,Winter
2025-02-20,Spinach,Mangalore,24.06,per kg,Vegetable,Historical Pattern Analysis,2025,2,20,51,8,Winter
2025-02-27,Spinach,Mangalore,24.02,per kg,Vegetable,Historical Pattern Analysis,2025,2,27,58,9,Winter
2025-03-06,Spinach,Mangalore,19.42,per kg,Vegetable,Historical Pattern Analysis,2025,3,6,65,10,Summer
2025-03-13,Spinach,Mangalore,21.5,per kg,Vegetable,Historical Pattern Analysis,2025,3,13,72,11,Summer
2025-03-20,Spinach,Mangalore,23.35,per kg,Vegetable,Historical Pattern Analysis,2025,3,20,79,12,Summer
2025-03-27,Spinach,Mangalore,15.61,per kg,Vegetable,Historical Pattern Analysis,2025,3,27,86,13,Summer
2025-04-03,Spinach,Mangalore,19.58,per kg,Vegetable,Historical Pattern Analysis,2025,4,3,93,14,Summer
2025-04-10,Spinach,Mangalore,21.76,per kg,Vegetable,Historical Pattern Analysis,2025,4,10,100,15,Summer
2025-04-17,Spinach,Mangalore,24.09,per kg,Vegetable,Historical Pattern Analysis,2025,4,17,107,16,Summer
2025-04-24,Spinach,Mangalore,20.41,per kg,Vegetable,Historical Pattern Analysis,2025,4,24,114,17,Summer
2025-05-01,Spinach,Mangalore,19.58,per kg,Vegetable,Historical Pattern Analysis,2025,5,1,121,18,Summer
2025-05-08,Spinach,Mangalore,20.99,per kg,Vegetable,Historical Pattern Analysis,2025,5,8,128,19,Summer
2025-05-15,Spinach,Mangalore,22.22,per kg,Vegetable,Historical Pattern Analysis,2025,5,15,135,20,Summer
2025-05-22,Spinach,Mangalore,22.66,per kg,Vegetable,Historical Pattern Analysis,2025,5,22,142,21,Summer
2025-05-29,Spinach,Mangalore,18.16,per kg,Vegetable,Historical Pattern Analysis,2025,5,29,149,22,Summer
2025-06-05,Spinach,Mangalore,18.01,per kg,Vegetable,Historical Pattern Analysis,2025,6,5,156,23,Monsoon
2025-06-12,Spinach,Mangalore,15.2,per kg,Vegetable,Historical Pattern Analysis,2025,6,12,163,24,Monsoon
2025-06-19,Spinach,Mangalore,17.8,per kg,Vegetable,Historical Pattern Analysis,2025,6,19,170,25,Monsoon
2025-06-26,Spinach,Mangalore,18.84,per kg,Vegetable,Historical Pattern Analysis,2025,6,26,177,26,Monsoon
2025-07-03,Spinach,Mangalore,13.58,per kg,Vegetable,Historical Pattern Analysis,2025,7,3,184,27,Monsoon
2025-07-10,Spinach,Mangalore,9.47,per kg,Vegetable,Historical Pattern Analysis,2025,7,10,191,28,Monsoon
2025-07-17,Spinach,Mangalore,18.02,per kg,Vegetable,Historical Pattern Analysis,2025,7,17,198,29,Monsoon
2025-07-24,Spinach,Mangalore,13.4,per kg,Vegetable,Historical Pattern Analysis,2025,7,24,205,30,Monsoon
2025-07-31,Spinach,Mangalore,14.81,per kg,Vegetable,Historical Pattern Analysis,2025,7,31,212,31,Monsoon
2025-08-07,Spinach,Mangalore,13.57,per kg,Vegetable,Historical Pattern Analysis,2025,8,7,219,32,Monsoon
2025-08-14,Spinach,Mangalore,17.2,per kg,Vegetable,Historical Pattern Analysis,2025,8,14,226,33,Monsoon
2024-08-15,Spinach,Mysore,12.05,per kg,Vegetable,Historical Pattern Analysis,2024,8,15,228,33,Monsoon
2024-08-22,Spinach,Mysore,11.85,per kg,Vegetable,Historical Pattern Analysis,2024,8,22,235,34,Monsoon
2024-08-29,Spinach,Mysore,13.67,per kg,Vegetable,Historical Pattern Analysis,2024,8,29,242,35,Monsoon
2024-09-05,Spinach,Mysore,10.51,per kg,Vegetable,Historical Pattern Analysis,2024,9,5,249,36,Monsoon
2024-09-12,Spinach,Mysore,10.08,per kg,Vegetable,Historical Pattern Analysis,2024,9,12,256,37,Monsoon
2024-09-19,Spinach,Mysore,10.46,per kg,Vegetable,Historical Pattern Analysis,2024,9,19,263,38,Monsoon
2024-09-26,Spinach,Mysore,12.46,per kg,Vegetable,Historical Pattern Analysis,2024,9,26,270,39,Monsoon
2024-10-03,Spinach,Mysore,12.81,per kg,Vegetable,Historical Pattern Analysis,2024,10,3,277,40,Post-Monsoon
2024-10-10,Spinach,Mysore,10.89,per kg,Vegetable,Historical Pattern Analysis,2024,10,10,284,41,Post-Monsoon
2024-10-17,Spinach,Mysore,9.66,per kg,Vegetable,Historical Pattern Analysis,2024,10,17,291,42,Post-Monsoon
2024-10-24,Spinach,Mysore,11.3,per kg,Vegetable,Historical Pattern Analysis,2024,10,24,298,43,Post-Monsoon
2024-10-31,Spinach,Mysore,11.8,per kg,Vegetable,Historical Pattern Analysis,2024,10,31,305,44,Post-Monsoon
2024-11-07,Spinach,Mysore,11.63,per kg,Vegetable,Historical Pattern Analysis,2024,11,7,312,45,Post-Monsoon
2024-11-14,Spinach,Mysore,17.43,per kg,Vegetable,Historical Pattern Analysis,2024,11,14,319,46,Post-Monsoon
2024-11-21,Spinach,Mysore,16.33,per kg,Vegetable,Historical Pattern Analysis,2024,11,21,326,47,Post-Monsoon
2024-11-28,Spinach,Mysore,17.57,per kg,Vegetable,Historical Pattern Analysis,2024,11,28,333,48,Post-Monsoon
2024-12-05,Spinach,Mysore,14.41,per kg,Vegetable,Historical Pattern Analysis,2024,12,5,340,49,Winter
2024-12-12,Spinach,Mysore,18.67,per kg,Vegetable,Historical Pattern Analysis,2024,12,12,347,50,Winter
2024-12-19,Spinach,Mysore,12.59,per kg,Vegetable,Historical Pattern Analysis,2024,12,19,354,51,Winter
2024-12-26,Spinach,Mysore,16.13,per kg,Vegetable,Historical Pattern Analysis,2024,12,26,361,52,Winter
2025-01-02,Spinach,Mysore,16.99,per kg,Vegetable,Historical Pattern Analysis,2025,1,2,2,1,Winter
2025-01-09,Spinach,Mysore,15.89,per kg,Vegetable,Historical Pattern Analysis,2025,1,9,9,2,Winter
2025-01-16,Spinach,Mysore,17.03,per kg,Vegetable,Historical Pattern Analysis,2025,1,16,16,3,Winter
2025-01-23,Spinach,Mysore,22.08,per kg,Vegetable,Historical Pattern Analysis,2025,1,23,23,4,Winter
2025-01-30,Spinach,Mysore,22.25,per kg,Vegetable,Historical Pattern Analysis,2025,1,30,30,5,Winter
2025-02-06,Spinach,Mysore,20.77,per kg,Vegetable,Historical Pattern Analysis,2025,2,6,37,6,Winter
2025-02-13,Spinach,Mysore,16.24,per kg,Vegetable,Historical Pattern Analysis,2025,2,13,44,7,Winter
2025-02-20,Spinach,Mysore,22.79,per kg,Vegetable,Historical Pattern Analysis,2025,2,20,51,8,Winter
2025-02-27,Spinach,Mysore,17.49,per kg,Vegetable,Historical Pattern Analysis,2025,2,27,58,9,Winter
2025-03-06,Spinach,Mysore,22.08,per kg,Vegetable,Historical Pattern Analysis,2025,3,6,65,10,Summer
2025-03-13,Spinach,Mysore,19.47,per kg,Vegetable,Historical Pattern Analysis,2025,3,13,72,11,Summer
2025-03-20,Spinach,Mysore,19.34,per kg,Vegetable,Historical Pattern Analysis,2025,3,20,79,12,Summer
2025-03-27,Spinach,Mysore,19.45,per kg,Vegetable,Historical Pattern Analysis,2025,3,27,86,13,Summer
2025-04-03,Spinach,Mysore,20.87,per kg,Vegetable,Historical Pattern Analysis,2025,4,3,93,14,Summer
2025-04-10,Spinach,Mysore,20.07,per kg,Vegetable,Historical Pattern Analysis,2025,4,10,100,15,Summer
2025-04-17,Spinach,Mysore,18.87,per kg,Vegetable,Historical Pattern Analysis,2025,4,17,107,16,Summer
2025-04-24,Spinach,Mysore,23.9,per kg,Vegetable,Historical Pattern Analysis,2025,4,24,114,17,Summer
2025-05-01,Spinach,Mysore,21.6,per kg,Vegetable,Historical Pattern Analysis,2025,5,1,121,18,Summer
2025-05-08,Spinach,Mysore,19.13,per kg,Vegetable,Historical Pattern Analysis,2025,5,8,128,19,Summer
2025-05-15,Spinach,Mysore,21.0,per kg,Vegetable,Historical Pattern Analysis,2025,5,15,135,20,Summer
2025-05-22,Spinach,Mysore,17.53,per kg,Vegetable,Historical Pattern Analysis,2025,5,22,142,21,Summer
